年次,都道府県名,region,田_本地_ha,田_けい畔_ha,畑_本地_ha,畑_けい畔_ha
2022,兵庫県,Hyogo,60600,5670,5690,410
1965,北海道,Hokkaido,230400,18900,699400,3710
1966,北海道,Hokkaido,237500,19400,697700,3650
1967,北海道,Hokkaido,247200,20500,689800,3860
1968,北海道,Hokkaido,259100,21400,683200,3610
1969,北海道,Hokkaido,266900,21900,682300,3580
1970,北海道,Hokkaido,268800,21800,692900,3640
1971,北海道,Hokkaido,267000,21100,718200,3630
1972,北海道,Hokkaido,263600,20200,735400,3700
1973,北海道,Hokkaido,261600,20000,760100,3740
1974,北海道,Hokkaido,259300,19700,777400,3760
1975,北海道,Hokkaido,256800,19400,795800,3810
1976,北海道,Hokkaido,254600,18900,810600,3910
1977,北海道,Hokkaido,254300,18500,821900,3830
1978,北海道,Hokkaido,253600,18000,835800,4600
1979,北海道,Hokkaido,252500,17700,849800,4630
1980,北海道,Hokkaido,250300,17100,867500,4700
1981,北海道,Hokkaido,249300,16700,879600,4720
1982,北海道,Hokkaido,248200,16400,888200,4740
1983,北海道,Hokkaido,247100,16200,900200,4730
1984,北海道,Hokkaido,245300,16000,911100,4920
1985,北海道,Hokkaido,242200,15900,921800,5020
1986,北海道,Hokkaido,239100,15600,930600,5190
1987,北海道,Hokkaido,234700,15300,942700,5290
1988,北海道,Hokkaido,231400,15000,952600,5280
1989,北海道,Hokkaido,229500,14900,957300,5180
1990,北海道,Hokkaido,228300,14800,960400,5250
1991,北海道,Hokkaido,227300,14700,960900,5220
1992,北海道,Hokkaido,226700,14700,961100,5210
1993,北海道,Hokkaido,226000,14600,960100,5190
1994,北海道,Hokkaido,225900,14600,958300,5160
1995,北海道,Hokkaido,225200,14500,956600,5140
1996,北海道,Hokkaido,224600,14500,954900,5120
1997,北海道,Hokkaido,224000,14500,952200,5110
1998,北海道,Hokkaido,223100,14400,949200,5070
1999,北海道,Hokkaido,222000,14400,945800,5010
2000,北海道,Hokkaido,220800,14300,944600,4980
2001,北海道,Hokkaido,219600,14200,942200,4940
2002,北海道,Hokkaido,218600,14200,940400,4870
2003,北海道,Hokkaido,217400,14100,938700,4840
2004,北海道,Hokkaido,215700,14000,937700,4820
2005,北海道,Hokkaido,214600,13100,936200,4810
2006,北海道,Hokkaido,214200,12600,933600,5150
2007,北海道,Hokkaido,213600,12400,932000,5140
2008,北海道,Hokkaido,213200,12300,930800,5140
2009,北海道,Hokkaido,212900,12300,928000,5110
2010,北海道,Hokkaido,212300,12300,926600,5100
2011,北海道,Hokkaido,212100,12200,925700,5090
2012,北海道,Hokkaido,211700,12200,924100,5080
2013,北海道,Hokkaido,211600,12200,922300,5070
2014,北海道,Hokkaido,211600,11700,919200,5420
2015,北海道,Hokkaido,211200,11700,918900,5620
2016,北海道,Hokkaido,210900,11700,917700,5860
2017,北海道,Hokkaido,210600,11700,916500,6180
2018,北海道,Hokkaido,210500,11700,915700,6590
2019,北海道,Hokkaido,210300,11700,915200,6580
2020,北海道,Hokkaido,210400,11700,914800,6580
2021,北海道,Hokkaido,210300,11700,914100,6570
2022,北海道,Hokkaido,210000,11600,913300,6570
1965,広島県,Hiroshima,68700,6290,30300,3000
1966,広島県,Hiroshima,68400,6250,30500,3020
1967,広島県,Hiroshima,67700,6190,30600,3030
1968,広島県,Hiroshima,67100,6140,30800,3050
1969,広島県,Hiroshima,66300,6080,30600,3020
1970,広島県,Hiroshima,64700,5920,29600,2920
1971,広島県,Hiroshima,63500,5810,27700,2730
1972,広島県,Hiroshima,61600,5640,26600,2630
1973,広島県,Hiroshima,60900,5570,26200,2620
1974,広島県,Hiroshima,57900,5380,25600,2560
1975,広島県,Hiroshima,56900,5280,25100,2470
1976,広島県,Hiroshima,55300,5140,24000,2400
1977,広島県,Hiroshima,54800,5080,23800,2340
1978,広島県,Hiroshima,53800,5010,23300,2280
1979,広島県,Hiroshima,52800,4900,23300,2340
1980,広島県,Hiroshima,52500,4890,23200,2320
1981,広島県,Hiroshima,52100,4870,22700,2240
1982,広島県,Hiroshima,51700,4830,22400,2210
1983,広島県,Hiroshima,51400,4810,22100,2180
1984,広島県,Hiroshima,51000,4780,21700,2150
1985,広島県,Hiroshima,50600,4750,21500,2140
1986,広島県,Hiroshima,50200,4710,21100,2100
1987,広島県,Hiroshima,49700,4660,20700,2060
1988,広島県,Hiroshima,49200,4620,20600,2050
1989,広島県,Hiroshima,48800,4580,19800,1980
1990,広島県,Hiroshima,48300,4540,19400,1930
1991,広島県,Hiroshima,47800,4490,19200,1910
1992,広島県,Hiroshima,47200,4440,19000,1890
1993,広島県,Hiroshima,46700,4400,18800,1860
1994,広島県,Hiroshima,46100,4350,18300,1830
1995,広島県,Hiroshima,45500,4290,17900,1800
1996,広島県,Hiroshima,44700,4230,17300,1730
1997,広島県,Hiroshima,43900,4220,16700,1670
1998,広島県,Hiroshima,43100,4230,16300,1630
1999,広島県,Hiroshima,42400,4250,15800,1570
2000,広島県,Hiroshima,42000,4280,15500,1530
2001,広島県,Hiroshima,41500,4260,15100,1480
2002,広島県,Hiroshima,41100,4230,14800,1450
2003,広島県,Hiroshima,40800,4200,14700,1420
2004,広島県,Hiroshima,40300,4180,15000,1430
2005,広島県,Hiroshima,40100,4150,14900,1430
2006,広島県,Hiroshima,39700,4130,14800,1420
2007,広島県,Hiroshima,39400,4120,14700,1410
2008,広島県,Hiroshima,39100,4120,14600,1390
2009,広島県,Hiroshima,38900,4110,14400,1370
2010,広島県,Hiroshima,38600,4110,14300,1360
2011,広島県,Hiroshima,38300,4090,14000,1330
2012,広島県,Hiroshima,38200,4090,13700,1300
2013,広島県,Hiroshima,38000,4090,13500,1280
2014,広島県,Hiroshima,37800,4070,13300,1260
2015,広島県,Hiroshima,37600,4050,13200,1230
2016,広島県,Hiroshima,37400,4030,13000,1210
2017,広島県,Hiroshima,37200,4010,12800,1180
2018,広島県,Hiroshima,37000,3990,12700,1150
2019,広島県,Hiroshima,36600,3960,12400,1130
2020,広島県,Hiroshima,36300,3930,12200,1100
2021,広島県,Hiroshima,35800,3870,12000,1090
2022,広島県,Hiroshima,35300,3820,11600,1050
1965,群馬県,Gunma,39700,2990,76400,1260
1966,群馬県,Gunma,39900,2980,75500,1250
1967,群馬県,Gunma,40500,2990,74400,1240
1968,群馬県,Gunma,40900,3010,72900,1240
1969,群馬県,Gunma,40400,2970,71600,1260
1970,群馬県,Gunma,39700,2900,70300,1240
1971,群馬県,Gunma,38300,2810,69100,1210
1972,群馬県,Gunma,37500,2760,68300,1200
1973,群馬県,Gunma,37100,2730,67700,1190
1974,群馬県,Gunma,36700,2690,66800,1190
1975,群馬県,Gunma,36500,2670,66100,1180
1976,群馬県,Gunma,36400,2670,65500,1170
1977,群馬県,Gunma,36500,2660,65000,1160
1978,群馬県,Gunma,36200,2650,64300,1160
1979,群馬県,Gunma,36000,2620,64000,1150
1980,群馬県,Gunma,35800,2600,63500,1150
1981,群馬県,Gunma,35300,2570,63100,1140
1982,群馬県,Gunma,34800,2540,62600,1140
1983,群馬県,Gunma,34600,2520,62400,1150
1984,群馬県,Gunma,34200,2480,62300,1150
1985,群馬県,Gunma,34000,2470,61900,1140
1986,群馬県,Gunma,33600,2280,61100,1130
1987,群馬県,Gunma,33400,2270,60500,1120
1988,群馬県,Gunma,33100,2260,60000,1110
1989,群馬県,Gunma,32800,2230,59100,1100
1990,群馬県,Gunma,32500,2210,58200,1080
1991,群馬県,Gunma,32000,2180,57500,1070
1992,群馬県,Gunma,31800,2170,56900,1060
1993,群馬県,Gunma,31300,2150,56100,1040
1994,群馬県,Gunma,31000,2130,55400,1030
1995,群馬県,Gunma,30800,2120,54800,1020
1996,群馬県,Gunma,30400,2090,54400,1020
1997,群馬県,Gunma,30100,2080,53500,999
1998,群馬県,Gunma,29900,2060,52700,989
1999,群馬県,Gunma,29700,2050,52000,977
2000,群馬県,Gunma,29500,2030,51300,964
2001,群馬県,Gunma,29300,2010,50700,951
2002,群馬県,Gunma,28900,1980,49900,934
2003,群馬県,Gunma,28400,1950,49200,923
2004,群馬県,Gunma,27900,1930,48500,911
2005,群馬県,Gunma,27500,1910,48100,906
2006,群馬県,Gunma,27300,1900,47800,902
2007,群馬県,Gunma,27100,1880,47500,900
2008,群馬県,Gunma,26800,1870,47200,895
2009,群馬県,Gunma,26600,1850,47000,891
2010,群馬県,Gunma,26300,1820,46400,882
2011,群馬県,Gunma,26000,1790,45900,873
2012,群馬県,Gunma,25800,1770,45400,864
2013,群馬県,Gunma,25700,1760,45000,859
2014,群馬県,Gunma,25500,1750,44600,845
2015,群馬県,Gunma,25300,1740,44000,829
2016,群馬県,Gunma,25100,1720,43300,814
2017,群馬県,Gunma,24700,1680,42300,790
2018,群馬県,Gunma,24400,1640,41500,773
2019,群馬県,Gunma,24100,1630,41100,765
2020,群馬県,Gunma,23700,1600,40700,758
2021,群馬県,Gunma,23100,1580,40500,752
2022,群馬県,Gunma,22700,1550,39900,745
1965,岐阜県,Gifu,63200,5760,28600,672
1966,岐阜県,Gifu,62800,5740,28300,667
1967,岐阜県,Gifu,62600,5720,27400,660
1968,岐阜県,Gifu,62300,5710,26300,650
1969,岐阜県,Gifu,61900,5670,24100,629
1970,岐阜県,Gifu,60900,5470,21700,509
1971,岐阜県,Gifu,59500,5380,21400,504
1972,岐阜県,Gifu,58300,5200,20900,472
1973,岐阜県,Gifu,57600,5150,20000,442
1974,岐阜県,Gifu,55900,4980,19400,430
1975,岐阜県,Gifu,55000,4900,19100,425
1976,岐阜県,Gifu,54300,4820,18600,412
1977,岐阜県,Gifu,53800,4780,18700,415
1978,岐阜県,Gifu,53100,4730,18400,407
1979,岐阜県,Gifu,52500,4700,18400,408
1980,岐阜県,Gifu,51900,4640,18200,404
1981,岐阜県,Gifu,51300,4570,18000,401
1982,岐阜県,Gifu,50800,4510,17800,383
1983,岐阜県,Gifu,50300,4470,17700,388
1984,岐阜県,Gifu,49900,4420,17500,383
1985,岐阜県,Gifu,49500,4310,17300,379
1986,岐阜県,Gifu,49100,4190,17100,376
1987,岐阜県,Gifu,48800,4080,16900,372
1988,岐阜県,Gifu,48400,4000,16500,364
1989,岐阜県,Gifu,48000,3860,16300,361
1990,岐阜県,Gifu,47600,3820,16200,355
1991,岐阜県,Gifu,47000,3770,16000,352
1992,岐阜県,Gifu,46500,3720,15900,349
1993,岐阜県,Gifu,46100,3680,15600,341
1994,岐阜県,Gifu,45700,3640,15200,332
1995,岐阜県,Gifu,45200,3600,14800,319
1996,岐阜県,Gifu,44700,3560,14300,307
1997,岐阜県,Gifu,44300,3520,13900,297
1998,岐阜県,Gifu,44000,3490,13600,288
1999,岐阜県,Gifu,43600,3460,13200,277
2000,岐阜県,Gifu,43400,3440,13000,273
2001,岐阜県,Gifu,43100,3420,12900,270
2002,岐阜県,Gifu,42900,3400,12800,267
2003,岐阜県,Gifu,42800,3390,12700,266
2004,岐阜県,Gifu,42700,3370,12600,265
2005,岐阜県,Gifu,42200,3320,13300,284
2006,岐阜県,Gifu,42100,3310,13400,286
2007,岐阜県,Gifu,41900,3290,13400,284
2008,岐阜県,Gifu,41600,3270,13400,283
2009,岐阜県,Gifu,41400,3250,13300,280
2010,岐阜県,Gifu,41200,3230,13300,277
2011,岐阜県,Gifu,41100,3220,13200,276
2012,岐阜県,Gifu,41000,3210,13100,274
2013,岐阜県,Gifu,40900,3200,13100,273
2014,岐阜県,Gifu,40700,3160,13000,259
2015,岐阜県,Gifu,40500,3140,13000,259
2016,岐阜県,Gifu,40300,3130,13000,259
2017,岐阜県,Gifu,40000,3100,12900,258
2018,岐阜県,Gifu,39800,3080,12800,254
2019,岐阜県,Gifu,39600,3070,12800,254
2020,岐阜県,Gifu,39400,3060,12700,251
2021,岐阜県,Gifu,39300,3050,12700,250
2022,岐阜県,Gifu,39000,3030,12600,247
1965,福島県,Fukushima,109500,8740,89400,2890
1966,福島県,Fukushima,109900,8770,88800,2870
1967,福島県,Fukushima,111600,8910,85900,2760
1968,福島県,Fukushima,113700,9120,82400,2680
1969,福島県,Fukushima,115300,9300,78800,2580
1970,福島県,Fukushima,115400,9310,76900,2550
1971,福島県,Fukushima,114300,9200,76000,2430
1972,福島県,Fukushima,113700,9120,74800,2390
1973,福島県,Fukushima,113500,9100,73900,2360
1974,福島県,Fukushima,113000,9100,73500,2340
1975,福島県,Fukushima,112400,9050,73400,2340
1976,福島県,Fukushima,112900,9060,72200,2300
1977,福島県,Fukushima,113800,9180,71600,2380
1978,福島県,Fukushima,113500,9160,71800,2380
1979,福島県,Fukushima,113200,9150,72000,2370
1980,福島県,Fukushima,112800,9110,71900,2370
1981,福島県,Fukushima,112300,9100,71800,2310
1982,福島県,Fukushima,111900,9030,71700,2310
1983,福島県,Fukushima,111000,8950,71600,2310
1984,福島県,Fukushima,110800,8920,71400,2300
1985,福島県,Fukushima,110700,8920,70900,2280
1986,福島県,Fukushima,110300,8860,70500,2270
1987,福島県,Fukushima,109500,8480,69800,2250
1988,福島県,Fukushima,109300,8380,67900,2170
1989,福島県,Fukushima,108800,8190,66600,2120
1990,福島県,Fukushima,108200,8060,64900,2060
1991,福島県,Fukushima,107800,7980,63100,2010
1992,福島県,Fukushima,107400,7920,61500,1940
1993,福島県,Fukushima,107000,7770,59700,1900
1994,福島県,Fukushima,106900,7710,56600,1670
1995,福島県,Fukushima,106500,7580,53100,1550
1996,福島県,Fukushima,106100,7470,50300,1470
1997,福島県,Fukushima,105700,7340,48500,1410
1998,福島県,Fukushima,105300,7220,47500,1380
1999,福島県,Fukushima,104900,7110,46600,1340
2000,福島県,Fukushima,104300,6980,45900,1300
2001,福島県,Fukushima,104000,6830,45300,1250
2002,福島県,Fukushima,103700,6660,44600,1230
2003,福島県,Fukushima,103200,6430,44400,1220
2004,福島県,Fukushima,102200,6260,44400,1200
2005,福島県,Fukushima,101600,5740,44600,1190
2006,福島県,Fukushima,101200,5710,44600,1130
2007,福島県,Fukushima,100700,5680,44500,952
2008,福島県,Fukushima,100200,5650,44400,773
2009,福島県,Fukushima,99900,5640,44100,766
2010,福島県,Fukushima,99600,5620,43900,763
2011,福島県,Fukushima,95100,5410,43200,752
2012,福島県,Fukushima,95300,5410,43200,750
2013,福島県,Fukushima,95400,5420,43000,748
2014,福島県,Fukushima,95800,5120,42800,730
2015,福島県,Fukushima,95600,5110,42500,724
2016,福島県,Fukushima,95300,5080,42100,716
2017,福島県,Fukushima,94700,5050,41300,701
2018,福島県,Fukushima,94300,5020,40800,691
2019,福島県,Fukushima,93600,4980,40300,682
2020,福島県,Fukushima,92900,4940,39800,680
2021,福島県,Fukushima,92200,4900,39500,675
2022,福島県,Fukushima,91300,4860,39200,669
1965,福岡県,Fukuoka,95600,5440,25900,1630
1966,福岡県,Fukuoka,94800,5390,26800,1650
1967,福岡県,Fukuoka,93900,5340,26900,1690
1968,福岡県,Fukuoka,93400,5310,27400,1740
1969,福岡県,Fukuoka,92700,5260,27500,1750
1970,福岡県,Fukuoka,91800,5250,27700,1760
1971,福岡県,Fukuoka,90600,5160,28300,1770
1972,福岡県,Fukuoka,88900,5070,28800,1850
1973,福岡県,Fukuoka,87500,4970,29200,1880
1974,福岡県,Fukuoka,86300,4900,29100,1880
1975,福岡県,Fukuoka,85100,4820,28700,1860
1976,福岡県,Fukuoka,84300,4770,28500,1830
1977,福岡県,Fukuoka,83700,4740,27800,1780
1978,福岡県,Fukuoka,83100,4630,27800,1750
1979,福岡県,Fukuoka,82300,4610,27600,1730
1980,福岡県,Fukuoka,81600,4560,27400,1710
1981,福岡県,Fukuoka,80800,4480,26900,1670
1982,福岡県,Fukuoka,80300,4440,26700,1640
1983,福岡県,Fukuoka,79700,4410,26500,1600
1984,福岡県,Fukuoka,79400,4320,26400,1490
1985,福岡県,Fukuoka,79100,4240,26200,1450
1986,福岡県,Fukuoka,78600,4190,26100,1420
1987,福岡県,Fukuoka,78100,4160,25800,1400
1988,福岡県,Fukuoka,77600,4090,25100,1350
1989,福岡県,Fukuoka,76900,4020,24300,1270
1990,福岡県,Fukuoka,76200,3960,23900,1240
1991,福岡県,Fukuoka,75600,3920,23800,1230
1992,福岡県,Fukuoka,74900,3880,23700,1220
1993,福岡県,Fukuoka,74300,3840,23400,1200
1994,福岡県,Fukuoka,73500,3780,23000,1170
1995,福岡県,Fukuoka,72600,3720,22400,1150
1996,福岡県,Fukuoka,72100,3680,21900,1120
1997,福岡県,Fukuoka,71300,3620,21500,1090
1998,福岡県,Fukuoka,70200,3560,21200,1090
1999,福岡県,Fukuoka,69600,3530,21000,1080
2000,福岡県,Fukuoka,69000,3500,20800,1070
2001,福岡県,Fukuoka,68400,3470,20300,1030
2002,福岡県,Fukuoka,67900,3440,19900,1000
2003,福岡県,Fukuoka,67400,3410,19600,989
2004,福岡県,Fukuoka,66900,3390,19300,976
2005,福岡県,Fukuoka,66500,3320,19100,967
2006,福岡県,Fukuoka,66100,3300,18800,951
2007,福岡県,Fukuoka,65600,3280,18500,938
2008,福岡県,Fukuoka,65300,3270,18300,928
2009,福岡県,Fukuoka,65000,3250,17900,912
2010,福岡県,Fukuoka,64700,3240,17700,899
2011,福岡県,Fukuoka,64500,3230,17400,887
2012,福岡県,Fukuoka,64200,3210,17100,876
2013,福岡県,Fukuoka,64100,3200,17100,868
2014,福岡県,Fukuoka,63900,3180,17000,849
2015,福岡県,Fukuoka,63700,3150,16800,837
2016,福岡県,Fukuoka,63400,3120,16600,823
2017,福岡県,Fukuoka,62600,3070,16100,798
2018,福岡県,Fukuoka,62100,3030,15500,763
2019,福岡県,Fukuoka,61500,3000,15100,741
2020,福岡県,Fukuoka,61200,2980,14800,728
2021,福岡県,Fukuoka,61000,2980,14600,717
2022,福岡県,Fukuoka,60800,2970,14400,707
1965,福井県,Fukui,49000,3400,6810,150
1966,福井県,Fukui,48800,3390,6790,150
1967,福井県,Fukui,48800,3270,6270,116
1968,福井県,Fukui,48600,3210,6120,107
1969,福井県,Fukui,48400,3200,5860,104
1970,福井県,Fukui,47900,3130,5720,98
1971,福井県,Fukui,47000,2910,5350,95
1972,福井県,Fukui,46100,2660,5120,92
1973,福井県,Fukui,45600,2650,4880,88
1974,福井県,Fukui,45000,2630,4700,85
1975,福井県,Fukui,44700,2540,4470,79
1976,福井県,Fukui,44400,2450,4400,76
1977,福井県,Fukui,44200,2370,4370,73
1978,福井県,Fukui,44000,2300,4300,69
1979,福井県,Fukui,43800,2040,4260,68
1980,福井県,Fukui,43600,2010,4320,69
1981,福井県,Fukui,43400,1980,4360,68
1982,福井県,Fukui,43100,1960,4390,66
1983,福井県,Fukui,42700,1930,4370,65
1984,福井県,Fukui,42400,1870,4370,65
1985,福井県,Fukui,42200,1810,4310,65
1986,福井県,Fukui,41900,1780,4240,64
1987,福井県,Fukui,41600,1760,4170,62
1988,福井県,Fukui,41300,1750,4140,62
1989,福井県,Fukui,41000,1730,4070,62
1990,福井県,Fukui,40700,1710,4050,62
1991,福井県,Fukui,40400,1690,4070,63
1992,福井県,Fukui,39900,1680,4070,62
1993,福井県,Fukui,39500,1650,4010,62
1994,福井県,Fukui,39200,1620,3980,62
1995,福井県,Fukui,39000,1600,3940,62
1996,福井県,Fukui,38600,1570,3920,62
1997,福井県,Fukui,38400,1550,3900,61
1998,福井県,Fukui,38000,1540,3870,59
1999,福井県,Fukui,37800,1510,3840,58
2000,福井県,Fukui,37600,1490,3810,58
2001,福井県,Fukui,37500,1470,3790,58
2002,福井県,Fukui,37200,1440,3770,58
2003,福井県,Fukui,37000,1410,3760,58
2004,福井県,Fukui,36700,1370,3740,58
2005,福井県,Fukui,36600,978,3770,63
2006,福井県,Fukui,36500,969,3750,61
2007,福井県,Fukui,36400,965,3740,61
2008,福井県,Fukui,36300,964,3730,61
2009,福井県,Fukui,36200,962,3730,61
2010,福井県,Fukui,36100,959,3720,61
2011,福井県,Fukui,36100,958,3720,61
2012,福井県,Fukui,36000,956,3720,61
2013,福井県,Fukui,36000,955,3720,61
2014,福井県,Fukui,35900,940,3720,56
2015,福井県,Fukui,35900,938,3710,56
2016,福井県,Fukui,35800,936,3710,56
2017,福井県,Fukui,35700,933,3700,56
2018,福井県,Fukui,35500,929,3690,56
2019,福井県,Fukui,35400,927,3680,55
2020,福井県,Fukui,35300,925,3650,54
2021,福井県,Fukui,35200,922,3630,54
2022,福井県,Fukui,35100,919,3610,53
1965,愛媛県,Ehime,40600,2140,43400,3170
1966,愛媛県,Ehime,40300,2130,44400,3210
1967,愛媛県,Ehime,40100,2110,44800,3330
1968,愛媛県,Ehime,39600,2080,45000,3340
1969,愛媛県,Ehime,38300,2010,46300,3440
1970,愛媛県,Ehime,37500,1970,46300,3430
1971,愛媛県,Ehime,36200,1810,46400,3460
1972,愛媛県,Ehime,34900,1770,46600,3510
1973,愛媛県,Ehime,34000,1720,46100,3500
1974,愛媛県,Ehime,33200,1680,45800,3490
1975,愛媛県,Ehime,32900,1670,45400,3470
1976,愛媛県,Ehime,32500,1650,45000,3440
1977,愛媛県,Ehime,32200,1630,44600,3410
1978,愛媛県,Ehime,32000,1620,44300,3390
1979,愛媛県,Ehime,31500,1590,44100,3380
1980,愛媛県,Ehime,31200,1580,44200,3390
1981,愛媛県,Ehime,30900,1550,44000,3380
1982,愛媛県,Ehime,30700,1550,43900,3350
1983,愛媛県,Ehime,30500,1540,43800,3340
1984,愛媛県,Ehime,30200,1520,43600,3340
1985,愛媛県,Ehime,29900,1510,43600,3340
1986,愛媛県,Ehime,29500,1490,43300,3320
1987,愛媛県,Ehime,29200,1470,43100,3280
1988,愛媛県,Ehime,28900,1460,42700,3240
1989,愛媛県,Ehime,28700,1450,40600,3080
1990,愛媛県,Ehime,28400,1430,39600,3020
1991,愛媛県,Ehime,28000,1420,38700,2950
1992,愛媛県,Ehime,27600,1400,38300,2920
1993,愛媛県,Ehime,27300,1380,38100,2910
1994,愛媛県,Ehime,27000,1370,37600,2890
1995,愛媛県,Ehime,26700,1350,36700,2810
1996,愛媛県,Ehime,26400,1330,35600,2730
1997,愛媛県,Ehime,26100,1320,34300,2630
1998,愛媛県,Ehime,25700,1300,33400,2580
1999,愛媛県,Ehime,25400,1280,32600,2520
2000,愛媛県,Ehime,25100,1270,31800,2460
2001,愛媛県,Ehime,24900,1260,31200,2420
2002,愛媛県,Ehime,24700,1250,30600,2380
2003,愛媛県,Ehime,24400,1230,30100,2340
2004,愛媛県,Ehime,24200,1230,29500,2310
2005,愛媛県,Ehime,23900,1210,29500,2310
2006,愛媛県,Ehime,23700,1210,29100,2280
2007,愛媛県,Ehime,23500,1210,28700,2260
2008,愛媛県,Ehime,23300,1200,28200,2200
2009,愛媛県,Ehime,23100,1200,27700,2160
2010,愛媛県,Ehime,22900,1190,27300,2130
2011,愛媛県,Ehime,22800,1190,27100,2120
2012,愛媛県,Ehime,22600,1180,26700,2090
2013,愛媛県,Ehime,22500,1180,26400,2070
2014,愛媛県,Ehime,22300,1160,25800,2030
2015,愛媛県,Ehime,22000,1150,25200,2000
2016,愛媛県,Ehime,21900,1130,24900,1960
2017,愛媛県,Ehime,21700,1110,24700,1930
2018,愛媛県,Ehime,21400,1090,24100,1870
2019,愛媛県,Ehime,21200,1080,23800,1850
2020,愛媛県,Ehime,21000,1070,23200,1810
2021,愛媛県,Ehime,20700,1050,22700,1770
2022,愛媛県,Ehime,20300,1030,22200,1730
1965,千葉県,Chiba,104100,5220,82000,828
1966,千葉県,Chiba,103800,5200,81400,822
1967,千葉県,Chiba,104000,5200,79600,718
1968,千葉県,Chiba,103600,5150,78000,698
1969,千葉県,Chiba,103000,5120,76500,689
1970,千葉県,Chiba,101500,5030,74800,673
1971,千葉県,Chiba,100800,5030,73200,661
1972,千葉県,Chiba,99700,4950,72200,657
1973,千葉県,Chiba,98600,4890,70600,638
1974,千葉県,Chiba,95300,4720,69300,622
1975,千葉県,Chiba,92700,4550,68000,621
1976,千葉県,Chiba,90000,4440,66700,605
1977,千葉県,Chiba,89800,4200,65300,614
1978,千葉県,Chiba,89100,4050,64500,639
1979,千葉県,Chiba,88600,4030,64000,637
1980,千葉県,Chiba,88000,4010,63600,633
1981,千葉県,Chiba,87400,3990,63100,632
1982,千葉県,Chiba,86700,3950,62700,622
1983,千葉県,Chiba,86300,3940,62200,612
1984,千葉県,Chiba,86000,3920,61800,608
1985,千葉県,Chiba,85600,3890,61600,605
1986,千葉県,Chiba,85100,3870,61300,599
1987,千葉県,Chiba,84700,3850,60900,597
1988,千葉県,Chiba,84400,3840,60500,593
1989,千葉県,Chiba,83900,3820,60000,591
1990,千葉県,Chiba,83500,3800,59600,588
1991,千葉県,Chiba,83000,3780,59400,583
1992,千葉県,Chiba,82600,3750,59000,579
1993,千葉県,Chiba,82100,3730,58800,578
1994,千葉県,Chiba,81800,3710,58400,575
1995,千葉県,Chiba,81400,3690,58000,573
1996,千葉県,Chiba,81000,3680,57600,571
1997,千葉県,Chiba,80600,3660,57300,566
1998,千葉県,Chiba,79600,3610,56900,562
1999,千葉県,Chiba,78600,3570,56700,560
2000,千葉県,Chiba,77700,3520,56200,552
2001,千葉県,Chiba,76900,3490,55700,544
2002,千葉県,Chiba,76500,3470,55100,541
2003,千葉県,Chiba,76100,3450,55100,540
2004,千葉県,Chiba,75500,3410,55000,537
2005,千葉県,Chiba,74600,3370,54700,541
2006,千葉県,Chiba,73800,3320,54400,534
2007,千葉県,Chiba,72900,3280,54200,534
2008,千葉県,Chiba,72300,3240,53800,534
2009,千葉県,Chiba,72100,3230,53500,508
2010,千葉県,Chiba,71900,3220,53200,508
2011,千葉県,Chiba,71500,3200,52900,505
2012,千葉県,Chiba,71700,3210,52700,503
2013,千葉県,Chiba,71600,3200,52500,502
2014,千葉県,Chiba,71400,3200,52200,497
2015,千葉県,Chiba,71300,3190,51800,493
2016,千葉県,Chiba,71100,3130,51500,479
2017,千葉県,Chiba,70900,3120,51200,476
2018,千葉県,Chiba,70700,3110,50900,473
2019,千葉県,Chiba,70400,3100,50600,470
2020,千葉県,Chiba,69900,3070,50100,463
2021,千葉県,Chiba,69600,3060,49600,457
2022,千葉県,Chiba,69000,3030,48900,448
1965,青森県,Aomori,80800,6780,81200,238
1966,青森県,Aomori,83700,6960,81300,238
1967,青森県,Aomori,85700,7160,77900,226
1968,青森県,Aomori,87800,7330,74400,208
1969,青森県,Aomori,90700,7570,71700,208
1970,青森県,Aomori,92000,7570,71200,200
1971,青森県,Aomori,91400,7480,72400,207
1972,青森県,Aomori,90600,7140,73000,207
1973,青森県,Aomori,90400,7120,74300,208
1974,青森県,Aomori,89500,7040,74100,206
1975,青森県,Aomori,88400,6940,73800,204
1976,青森県,Aomori,89100,6930,72200,202
1977,青森県,Aomori,90000,6620,71000,199
1978,青森県,Aomori,90000,6440,71100,197
1979,青森県,Aomori,89600,6180,70900,191
1980,青森県,Aomori,88800,5990,71000,192
1981,青森県,Aomori,88300,5810,71800,199
1982,青森県,Aomori,87800,5710,72500,195
1983,青森県,Aomori,87500,5600,72600,194
1984,青森県,Aomori,87300,5470,73100,192
1985,青森県,Aomori,87200,5380,73600,177
1986,青森県,Aomori,87100,5300,74400,179
1987,青森県,Aomori,86900,5260,75400,181
1988,青森県,Aomori,86800,5240,76300,183
1989,青森県,Aomori,86600,5170,76600,184
1990,青森県,Aomori,86400,5110,77000,185
1991,青森県,Aomori,86000,5040,77100,184
1992,青森県,Aomori,85800,4990,77400,184
1993,青森県,Aomori,85500,4970,77400,184
1994,青森県,Aomori,85300,4940,77000,183
1995,青森県,Aomori,85000,4930,76600,181
1996,青森県,Aomori,84700,4910,76300,181
1997,青森県,Aomori,84200,4880,76000,181
1998,青森県,Aomori,83900,4860,75600,180
1999,青森県,Aomori,83400,4840,75500,179
2000,青森県,Aomori,82900,4720,75000,176
